Fund_Name,Objective,Fund_Type,Allotment_Date,Benchmark,ADDL_Benchmark,Fund_Manager,Riskometer,Potential_Risk_Class,Maturity_Date,Exit_Load,ISIN_Number,AMFI_Code,Frequency_SIP,Frequency_SWP,Frequency_STP,Min_Amount_SIP,Min_Amount_SWP,Min_Amount_STP,Holdings,ISIN,Rating/Industry,Quantity,Market Value,Net Assets %,Portfolio Date,Scheme Name,Scheme code,Asset Category,Row Type,Scheme_Name_TER,Regular Plan TER,Direct Plan TER,Expense Ratio Date
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Vodafone Idea Limited,INE669E01016,Telecom - Services,2902078.0,197.341304,0.235409894638142,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Kirloskar Ferrous Industries Limited,INE884B01025,Ferrous Metals,39639.0,186.3627585,0.22231350687212703,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,Angel One Limited,INE732I01013,Capital Markets,4708.0,108.905456,0.12991412037329403,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Equity & Equity Related,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.1% Government of India (18/04/2029),IN0020220011,SOVEREIGN,4000000.0,4089.66,4.878585527669483,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.46% REC Limited (30/06/2028) **,INE020B08EK4,CRISIL AAA,3500000.0,3523.842,4.203617069143617,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.37% Government of India (23/10/2028),IN0020230101,SOVEREIGN,2500000.0,2572.7675,3.069073294982565,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.04% Government of India (03/06/2029),IN0020240050,SOVEREIGN,2500000.0,2552.7025,3.0451376087365962,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.96% Mindspace Business Parks REIT (11/05/2029) **,INE0CCU07116,CRISIL AAA,2500000.0,2544.0825,3.0348547472643688,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.73% Tata Capital Housing Finance Limited (14/01/2030) **,INE033L07IM5,CRISIL AAA,2500000.0,2515.02,3.0001858770165013,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.73% Embassy Office Parks REIT (14/12/2029) **,INE041007159,CRISIL AAA,2500000.0,2511.78,2.9963208571591906,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,6.09% Power Finance Corporation Limited (27/08/2026) **,INE134E08LK2,CRISIL AAA,2500000.0,2459.755,2.934259851579997,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,6.4% Jamnagar Utilities & Power Private Limited (29/09/2026) **,INE936D07174,CRISIL AAA,2500000.0,2456.045,2.9298341652619033,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.32% Government of India (13/11/2030),IN0020230135,SOVEREIGN,2000000.0,2076.566,2.4771508719185724,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.9% LIC Housing Finance Limited (23/06/2027),INE115A07PV9,CRISIL AAA,2000000.0,2016.864,2.4059319165108066,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.62% National Bank For Agriculture and Rural Development (31/01/2028) **,INE261F08DV4,CRISIL AAA,2000000.0,2014.816,2.40348884223063,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.78% Sundaram Home Finance Limited (02/02/2028) **,INE667F07IY7,ICRA AAA,2000000.0,2007.896,2.395233923276127,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,6.75% Sikka Ports and Terminals Limited (22/04/2026) **,INE941D07208,CRISIL AAA,2000000.0,1981.984,2.3643233076765484,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.06% Government of India (10/04/2028),IN0020230010,SOVEREIGN,1500000.0,1525.206,1.8194294680522738,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.77% HDFC Bank Limited (28/06/2027),INE040A08823,CRISIL AAA,1500000.0,1505.4015,1.7958045341744624,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,8% Bajaj Finance Limited (27/02/2026) **,INE296A07SJ6,CRISIL AAA,1500000.0,1505.244,1.795616651264732,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,8.65% Cholamandalam Investment and Finance Company Ltd (28/05/2029) **,INE121A07SD9,ICRA AA+,1000000.0,1016.198,1.2122300768393153,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.62% National Bank For Agriculture and Rural Development (10/05/2029) **,INE261F08EH1,CRISIL AAA,1000000.0,1014.932,1.2107198561172918,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
360 ONE Balanced Hybrid Fund,"The Investment Objective of the fund is to generate long term capital appreciation/income by investing in equity and debt instruments.  However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns.",Open Ended,25 Sep 2023,Nifty 50 Hybrid Composite Debt 50:50 Index,-,"Mr. Mayur Patel, Mr. Ashish Ongari, Mr. Milan Mody, Mr Manumaharaj Saravanara",High,-,NA,• Redemption / switch-out of 10% of Units allotted on or before completion of 12 months from the date of allotment- NIL exit load. • Redemption/ switch out in excess of the 10% of Units allotted on or before completion of 12 months from the date of allotment –1.00% exit load. • Nil - if redeemed / switched out after 12 months from the date of allotment,"INF579M01AV5, INF579M01AW3, INF579M01AX1, INF579M01AY9, INF579M01AZ6, INF579M01BA7","152073, 152074, 152075, 152076","Weekly,Fortnightly,Monthly,Quarterly",Monthly,"daily, weekly, fortnightly or monthly",1000,1000,1000,7.87% LIC Housing Finance Limited (14/05/2029) **,INE115A07QQ7,CRISIL AAA,1000000.0,1014.143,1.2097786522075948,2025-03-31,360 ONE Balanced Hybrid Fund,360_ONE_Ba,Debt Instruments,,360 one balanced hybrid fund,1.94,0.45,01/03/2026
